,Exporter,Importer,Exporter_region,Import_region,Weight
8204,Thailand,Kuwait,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,4.1170476229999995
8205,Georgia,Slovakia,Northern Africa and Western Asia,Europe,4.11
8206,Sri Lanka,Chile,Central and Southern Asia,Latin America and the Caribbean,4.108866
8207,Lithuania,Georgia,Europe,Northern Africa and Western Asia,4.1066300207
8208,Denmark,Thailand,Europe,Eastern and South-Eastern Asia (excl. China),4.1061811
8209,Singapore,Yemen,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,4.096
8210,Guinea-Bissau,Canada,Sub-Saharan Africa,Northern America,4.094
8211,Barbados,Ethiopia,Latin America and the Caribbean,Sub-Saharan Africa,4.093
8212,Denmark,"China, Hong Kong SAR",Europe,China,4.09251743
8213,"Korea, Republic",Cyprus,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,4.078
8214,Nepal,Ukraine,Central and Southern Asia,Europe,4.0746486
8215,Switzerland,India,Europe,Central and Southern Asia,4.074357407
8216,"Korea, Republic",Bahrain,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,4.073028652
8217,France,Faeroe Islands,Europe,Europe,4.066
8218,United States,Cameroon,Northern America,Sub-Saharan Africa,4.0649999999999995
8219,South Africa,Cameroon,Sub-Saharan Africa,Sub-Saharan Africa,4.058715980040001
8220,Kenya,Mayotte,Sub-Saharan Africa,Sub-Saharan Africa,4.051
8221,Sri Lanka,Belarus,Central and Southern Asia,Europe,4.05
8222,Nepal,Sweden,Central and Southern Asia,Europe,4.04322677
8223,Cyprus,Canada,Northern Africa and Western Asia,Northern America,4.04143905
8224,Japan,Nigeria,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,4.04
8225,Argentina,Sweden,Latin America and the Caribbean,Europe,4.037
8226,Mauritius,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,4.03301
8227,Saudi Arabia,Seychelles,Northern Africa and Western Asia,Sub-Saharan Africa,4.03048
8228,Somalia,Austria,Sub-Saharan Africa,Europe,4.026
8229,North Macedonia,Bosnia Herzegovina,Europe,Europe,4.019
8230,Bahrain,Pakistan,Northern Africa and Western Asia,Central and Southern Asia,4.016
8231,Portugal,Bangladesh,Europe,Central and Southern Asia,4.0120000000000005
8232,Spain,"China, Macao SAR",Europe,China,4.00982222
8233,Costa Rica,French Polynesia,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),4.008
8234,Malta,Ireland,Europe,Europe,4.008
8235,Switzerland,Burkina Faso,Europe,Sub-Saharan Africa,4.006
8236,Bangladesh,China,Central and Southern Asia,China,4.0
8237,Sweden,Lao PDR,Europe,Eastern and South-Eastern Asia (excl. China),4.0
8238,Myanmar,Jordan,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,4.0
8239,Tanzania,Kuwait,Sub-Saharan Africa,Northern Africa and Western Asia,3.9959999999999996
8240,United Arab Emirates,Cyprus,Northern Africa and Western Asia,Northern Africa and Western Asia,3.994708346
8241,France,Venezuela,Europe,Latin America and the Caribbean,3.993437
8242,State of Palestine,Yemen,Northern Africa and Western Asia,Northern Africa and Western Asia,3.985402
8243,Lebanon,Tanzania,Northern Africa and Western Asia,Sub-Saharan Africa,3.985208387
8244,Togo,Albania,Sub-Saharan Africa,Europe,3.984
8245,Poland,Zambia,Europe,Sub-Saharan Africa,3.9811700000000005
8246,Portugal,Bahrain,Europe,Northern Africa and Western Asia,3.978454372
8247,United Kingdom,Cote d'Ivoire,Europe,Sub-Saharan Africa,3.9770000000000003
8248,United States,Uganda,Northern America,Sub-Saharan Africa,3.9736
8249,Netherlands,Zambia,Europe,Sub-Saharan Africa,3.96837175
8250,Thailand,French Polynesia,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.9653899999999997
8251,Czech Republic,Turkmenistan,Europe,Central and Southern Asia,3.962
8252,Indonesia,New Caledonia,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.957
8253,Slovakia,North Macedonia,Europe,Europe,3.9519773000000002
8254,Mali,Brazil,Sub-Saharan Africa,Latin America and the Caribbean,3.95
8255,Australia,Israel,Australia and New Zealand,Northern Africa and Western Asia,3.9451313
8256,Qatar,Czech Republic,Northern Africa and Western Asia,Europe,3.941
8257,Slovenia,France,Europe,Europe,3.935
8258,Ethiopia,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,3.9332242
8259,United States,Malta,Northern America,Europe,3.9326930000000004
8260,Jamaica,Norway,Latin America and the Caribbean,Europe,3.9205229619999997
8261,Saint Helena,Belgium,Sub-Saharan Africa,Europe,3.916
8262,"China, Hong Kong SAR",South Africa,China,Sub-Saharan Africa,3.91537
8263,Brunei Darussalam,Czech Republic,Eastern and South-Eastern Asia (excl. China),Europe,3.912
8264,Thailand,Ireland,Eastern and South-Eastern Asia (excl. China),Europe,3.906
8265,Mauritius,Germany,Sub-Saharan Africa,Europe,3.904
8266,Papua New Guinea,Egypt,Oceania (excl. Australia and New Zealand),Northern Africa and Western Asia,3.902498
8267,Jordan,Serbia,Northern Africa and Western Asia,Europe,3.9
8268,Turkey,Panama,Northern Africa and Western Asia,Latin America and the Caribbean,3.8989698
8269,Spain,Venezuela,Europe,Latin America and the Caribbean,3.8828127500000003
8270,Timor-Leste,Russian Federation,Eastern and South-Eastern Asia (excl. China),Europe,3.882
8271,Finland,Bosnia Herzegovina,Europe,Europe,3.8800000000000003
8272,Lao PDR,Palau,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.8789999999999996
8273,Denmark,New Zealand,Europe,Australia and New Zealand,3.8782335
8274,Philippines,Bahrain,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.87246
8275,Israel,Angola,Northern Africa and Western Asia,Sub-Saharan Africa,3.87033555
8276,Honduras,Azerbaijan,Latin America and the Caribbean,Northern Africa and Western Asia,3.87032
8277,Yemen,China,Northern Africa and Western Asia,China,3.86657988
8278,Malaysia,Cyprus,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.86
8279,India,Mozambique,Central and Southern Asia,Sub-Saharan Africa,3.851498017
8280,Nepal,Kuwait,Central and Southern Asia,Northern Africa and Western Asia,3.85
8281,Cote d'Ivoire,Guinea,Sub-Saharan Africa,Sub-Saharan Africa,3.839
8282,South Africa,Gabon,Sub-Saharan Africa,Sub-Saharan Africa,3.82489988
8283,Poland,Pakistan,Europe,Central and Southern Asia,3.8240000000000003
8284,Moldova,Germany,Europe,Europe,3.822
8285,Albania,United Kingdom,Europe,Europe,3.822
8286,Philippines,Pakistan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,3.814
8287,"Korea, Republic",Mauritius,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.808
8288,United Arab Emirates,Iceland,Northern Africa and Western Asia,Europe,3.8011000000000004
8289,United States,Lao PDR,Northern America,Eastern and South-Eastern Asia (excl. China),3.795
8290,Singapore,Tokelau,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.785
8291,Ukraine,Austria,Europe,Europe,3.779641224
8292,Turkey,Bahamas,Northern Africa and Western Asia,Latin America and the Caribbean,3.7770143
8293,Switzerland,Sri Lanka,Europe,Central and Southern Asia,3.7738184593999997
8294,Belgium,Benin,Europe,Sub-Saharan Africa,3.7724249399999996
8295,China,Mayotte,China,Sub-Saharan Africa,3.7720000000000002
8296,Colombia,Brunei Darussalam,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),3.765564
8297,Oman,Tanzania,Northern Africa and Western Asia,Sub-Saharan Africa,3.7640000000000002
8298,Tanzania,Argentina,Sub-Saharan Africa,Latin America and the Caribbean,3.7626
8299,Guatemala,Azerbaijan,Latin America and the Caribbean,Northern Africa and Western Asia,3.74775
8300,Netherlands,Cameroon,Europe,Sub-Saharan Africa,3.7391078860000007
8301,Bosnia Herzegovina,Libya,Europe,Northern Africa and Western Asia,3.7359999999999998
8302,Philippines,Kuwait,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.7347599999999996
8303,France,Zambia,Europe,Sub-Saharan Africa,3.73184
8304,Lebanon,Uganda,Northern Africa and Western Asia,Sub-Saharan Africa,3.712520525
8305,South Africa,India,Sub-Saharan Africa,Central and Southern Asia,3.71163737
8306,Nepal,Czech Republic,Central and Southern Asia,Europe,3.7115062030000003
8307,Luxembourg,Luxembourg,Europe,Europe,3.709768
8308,Philippines,Cyprus,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.704
8309,Italy,Saint Vincent and the Grenadines,Europe,Latin America and the Caribbean,3.70148674
8310,Indonesia,Trinidad and Tobago,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.701
8311,Dominica,Hungary,Latin America and the Caribbean,Europe,3.7
8312,Ukraine,Greece,Europe,Europe,3.69773
8313,Japan,Norway,Eastern and South-Eastern Asia (excl. China),Europe,3.68094322
8314,Denmark,Iran,Europe,Central and Southern Asia,3.6788123
8315,Morocco,Bahrain,Northern Africa and Western Asia,Northern Africa and Western Asia,3.6770607699999998
8316,Madagascar,Mayotte,Sub-Saharan Africa,Sub-Saharan Africa,3.669
8317,Zambia,Lithuania,Sub-Saharan Africa,Europe,3.6679800000000005
8318,United Kingdom,New Caledonia,Europe,Oceania (excl. Australia and New Zealand),3.667
8319,Switzerland,Curacao,Europe,Latin America and the Caribbean,3.646
8320,Botswana,Zimbabwe,Sub-Saharan Africa,Sub-Saharan Africa,3.6449718583
8321,Bulgaria,Azerbaijan,Europe,Northern Africa and Western Asia,3.64426066
8322,Haiti,Iceland,Latin America and the Caribbean,Europe,3.6430000000000002
8323,Venezuela,Trinidad and Tobago,Latin America and the Caribbean,Latin America and the Caribbean,3.63
8324,Greece,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),3.624839506
8325,Malaysia,Angola,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.614
8326,United Kingdom,El Salvador,Europe,Latin America and the Caribbean,3.6107020000000003
8327,France,Mongolia,Europe,Eastern and South-Eastern Asia (excl. China),3.60824822
8328,Japan,Myanmar,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),3.605
8329,Portugal,Senegal,Europe,Sub-Saharan Africa,3.6029781119999997
8330,Argentina,Mali,Latin America and the Caribbean,Sub-Saharan Africa,3.6
8331,Lesotho,Italy,Sub-Saharan Africa,Europe,3.6
8332,Malaysia,Austria,Eastern and South-Eastern Asia (excl. China),Europe,3.598
8333,Portugal,Pakistan,Europe,Central and Southern Asia,3.5889999999999995
8334,Netherlands,Burkina Faso,Europe,Sub-Saharan Africa,3.58496051
8335,Zimbabwe,Malawi,Sub-Saharan Africa,Sub-Saharan Africa,3.5842774139999998
8336,Canada,Iran,Northern America,Central and Southern Asia,3.5780000000000003
8337,Saint Helena,United Kingdom,Sub-Saharan Africa,Europe,3.573
8338,Brazil,Seychelles,Latin America and the Caribbean,Sub-Saharan Africa,3.567411
8339,Ireland,Japan,Europe,Eastern and South-Eastern Asia (excl. China),3.564
8340,Romania,Australia,Europe,Australia and New Zealand,3.558376
8341,New Zealand,Italy,Australia and New Zealand,Europe,3.557
8342,Bulgaria,Antigua and Barbuda,Europe,Latin America and the Caribbean,3.554
8343,Guam,Belgium,Oceania (excl. Australia and New Zealand),Europe,3.55082
8344,Syria,Singapore,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),3.55
8345,Gibraltar,Angola,Europe,Sub-Saharan Africa,3.548
8346,Saudi Arabia,Namibia,Northern Africa and Western Asia,Sub-Saharan Africa,3.547171
8347,Japan,Bahamas,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,3.547029
8348,United States,Haiti,Northern America,Latin America and the Caribbean,3.545
8349,Portugal,State of Palestine,Europe,Northern Africa and Western Asia,3.544
8350,Norway,Georgia,Europe,Northern Africa and Western Asia,3.54
8351,Guam,Japan,Oceania (excl. Australia and New Zealand),Eastern and South-Eastern Asia (excl. China),3.54
8352,Switzerland,Montenegro,Europe,Europe,3.530997948
8353,Iran,Pakistan,Central and Southern Asia,Central and Southern Asia,3.53
8354,New Zealand,Oman,Australia and New Zealand,Northern Africa and Western Asia,3.52842041
8355,Denmark,Georgia,Europe,Northern Africa and Western Asia,3.5220225000000003
8356,Switzerland,Libya,Europe,Northern Africa and Western Asia,3.5178121
8357,Canada,Austria,Northern America,Europe,3.5060000000000002
8358,Bolivia,Turkey,Latin America and the Caribbean,Northern Africa and Western Asia,3.504
8359,Ethiopia,Gambia,Sub-Saharan Africa,Sub-Saharan Africa,3.5
8360,Estonia,Hungary,Europe,Europe,3.5
8361,Vanuatu,Samoa,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),3.5
8362,Panama,Belize,Latin America and the Caribbean,Latin America and the Caribbean,3.4992847400000002
8363,Cuba,Sweden,Latin America and the Caribbean,Europe,3.4985396
8364,Lithuania,Tajikistan,Europe,Central and Southern Asia,3.488
8365,New Zealand,Libya,Australia and New Zealand,Northern Africa and Western Asia,3.478
8366,Brazil,Kenya,Latin America and the Caribbean,Sub-Saharan Africa,3.468
8367,Papua New Guinea,Argentina,Oceania (excl. Australia and New Zealand),Latin America and the Caribbean,3.4659999999999997
8368,Sri Lanka,New Zealand,Central and Southern Asia,Australia and New Zealand,3.462764735
8369,Iceland,Greenland,Europe,Northern America,3.452436937
8370,Montserrat,Spain,Latin America and the Caribbean,Europe,3.45
8371,Bulgaria,Dominican Republic,Europe,Latin America and the Caribbean,3.4459999999999997
8372,United Arab Emirates,Mali,Northern Africa and Western Asia,Sub-Saharan Africa,3.4370000000000003
8373,Kenya,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),3.437
8374,Bermuda,Netherlands,Northern America,Europe,3.433
8375,Guinea,Guinea-Bissau,Sub-Saharan Africa,Sub-Saharan Africa,3.425
8376,Netherlands,Seychelles,Europe,Sub-Saharan Africa,3.4241257999999997
8377,Senegal,Canada,Sub-Saharan Africa,Northern America,3.423547606
8378,Gabon,Canada,Sub-Saharan Africa,Northern America,3.423
8379,"China, Hong Kong SAR",Solomon Islands,China,Oceania (excl. Australia and New Zealand),3.422688
8380,Namibia,Malawi,Sub-Saharan Africa,Sub-Saharan Africa,3.41643435
8381,Burundi,Iceland,Sub-Saharan Africa,Europe,3.414
8382,Thailand,Libya,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,3.40259971
8383,Malawi,Ireland,Sub-Saharan Africa,Europe,3.3963669999999997
8384,Libya,Senegal,Northern Africa and Western Asia,Sub-Saharan Africa,3.395
8385,Albania,Switzerland,Europe,Europe,3.388
8386,"China, Hong Kong SAR",India,China,Central and Southern Asia,3.38523327
8387,Jordan,Cyprus,Northern Africa and Western Asia,Northern Africa and Western Asia,3.3840000000000003
8388,United States,Zimbabwe,Northern America,Sub-Saharan Africa,3.3746100000000006
8389,Jamaica,Poland,Latin America and the Caribbean,Europe,3.3723876771
8390,Romania,Portugal,Europe,Europe,3.368
8391,Australia,Norway,Australia and New Zealand,Europe,3.359
8392,Chile,Mayotte,Latin America and the Caribbean,Sub-Saharan Africa,3.358
8393,Togo,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,3.349
8394,Jamaica,Vietnam,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),3.3360000000000003
8395,India,Angola,Central and Southern Asia,Sub-Saharan Africa,3.332
8396,Argentina,Angola,Latin America and the Caribbean,Sub-Saharan Africa,3.33061267
8397,France,Yemen,Europe,Northern Africa and Western Asia,3.329
8398,Bosnia Herzegovina,Ireland,Europe,Europe,3.3242138299999997
8399,Singapore,French Polynesia,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.319
8400,South Africa,Greece,Sub-Saharan Africa,Europe,3.3140021
8401,Ethiopia,Tanzania,Sub-Saharan Africa,Sub-Saharan Africa,3.314
8402,Mexico,Lithuania,Latin America and the Caribbean,Europe,3.31345
8403,Malaysia,Palau,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),3.311
8404,Spain,Zambia,Europe,Sub-Saharan Africa,3.31075747
8405,Spain,Bolivia,Europe,Latin America and the Caribbean,3.308991867
8406,"Korea, Republic",Slovakia,Eastern and South-Eastern Asia (excl. China),Europe,3.308026
8407,Bolivia,Lebanon,Latin America and the Caribbean,Northern Africa and Western Asia,3.30755
8408,Burundi,Thailand,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),3.307
8409,State of Palestine,Bahrain,Northern Africa and Western Asia,Northern Africa and Western Asia,3.304556
8410,Saudi Arabia,Albania,Northern Africa and Western Asia,Europe,3.3
8411,Central African Republic,Austria,Sub-Saharan Africa,Europe,3.3
8412,Russian Federation,Tokelau,Europe,Oceania (excl. Australia and New Zealand),3.29674
8413,Tanzania,Lithuania,Sub-Saharan Africa,Europe,3.295
8414,"Korea, Republic",Ethiopia,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.293
8415,Iraq,Turkey,Northern Africa and Western Asia,Northern Africa and Western Asia,3.289
8416,Thailand,Uganda,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,3.2889999999999997
8417,Turkey,Sudan,Northern Africa and Western Asia,Northern Africa and Western Asia,3.2877506899999998
8418,Czech Republic,Uzbekistan,Europe,Central and Southern Asia,3.2870598999999996
8419,United States,Namibia,Northern America,Sub-Saharan Africa,3.28391
8420,Belgium,Guatemala,Europe,Latin America and the Caribbean,3.272994723
8421,Canada,Pitcairn,Northern America,Oceania (excl. Australia and New Zealand),3.271
8422,Cabo Verde,Japan,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),3.261
8423,South Africa,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),3.261
8424,Bulgaria,Saint Vincent and the Grenadines,Europe,Latin America and the Caribbean,3.248
8425,Chile,Brazil,Latin America and the Caribbean,Latin America and the Caribbean,3.2479440000000004
8426,Canada,Uruguay,Northern America,Latin America and the Caribbean,3.24396661
8427,Turkey,Argentina,Northern Africa and Western Asia,Latin America and the Caribbean,3.243
8428,Myanmar,Indonesia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),3.243
8429,Finland,Mongolia,Europe,Eastern and South-Eastern Asia (excl. China),3.242
8430,Malaysia,Slovenia,Eastern and South-Eastern Asia (excl. China),Europe,3.2397
8431,Netherlands,Mozambique,Europe,Sub-Saharan Africa,3.2303715449999997
8432,Burundi,Kazakhstan,Sub-Saharan Africa,Central and Southern Asia,3.22724
8433,Spain,Guinea,Europe,Sub-Saharan Africa,3.222885466
8434,Venezuela,Colombia,Latin America and the Caribbean,Latin America and the Caribbean,3.21
8435,Italy,British Virgin Islands,Europe,Latin America and the Caribbean,3.21
8436,Argentina,"China, Macao SAR",Latin America and the Caribbean,China,3.209
